name,dimension,capacity,density,avg_demand,std_demand,depot_x_location_ratio,depot_y_location_ratio,demand_to_capacity_ratio,hull_to_square_ratio,num_clusters,std_cluster_size,avg_cluster_distance,std_cluster_distance
XML100_3323_20,101,47,0.00011957113032010139,5.08,3.1226769143014317,0.0,0.0,10.808510638297872,0.8662232755225938,7,3.605551275463989,795.7803371628194,282.53267374435563
XML100_3324_01,101,78,0.00011984773404719864,6.18,2.858197496551442,0.0,0.0,7.923076923076923,0.8810852348467028,8,4.795831523312719,731.4380481824979,351.9599378170322
XML100_3314_04,101,14,0.0001186348999208905,1.0,0.0,0.0,0.0,7.142857142857143,0.8564904426559357,10,5.477225575051661,712.1214992502576,280.9576076856243
XML100_3321_16,101,19,0.000113652731266429,4.86,2.4864074931962024,0.0,0.0,25.57894736842105,0.8976258175298604,8,3.7416573867739413,805.4446039902336,285.1196831649148
XML100_3316_23,101,42,0.00011750095251390961,1.0,0.0,0.0,0.0,2.380952380952381,0.8787955465587044,7,4.242640687119285,808.0184843940071,289.99585796581704
XML100_3315_08,101,19,0.00011114241194439799,1.0,0.0,0.0,0.0,5.2631578947368425,0.9169784666303404,7,4.58257569495584,767.6091544328476,294.37810835331516
XML100_3316_22,101,45,0.00012028040816739698,1.0,0.0,0.0,0.0,2.2222222222222223,0.859453011293502,10,5.385164807134504,735.391901294031,286.38460125072936
XML100_3316_08,101,29,0.0001287096412441762,1.0,0.0,0.0,0.0,3.4482758620689653,0.9189870334282716,10,5.385164807134504,738.8650436599655,238.7259176209004
XML100_3321_23,101,25,0.0001241516813948257,5.63,2.9870258171504367,0.0,0.0,22.52,0.830038771553923,9,6.164414002968976,771.2251519404831,252.32474550634768
XML100_3322_02,101,34,0.00012489929221673365,5.4,2.933608802492351,0.0,0.0,15.882352941176471,0.8859914671505016,8,7.0710678118654755,684.5807664308538,231.74249638233027
XML100_3315_06,101,20,0.00011517196828323637,1.0,0.0,0.0,0.0,5.0,0.8911653699819521,10,4.47213595499958,706.3215180057588,328.42225109976937
XML100_3321_25,101,18,0.00011506509722431086,5.79,2.6828862793414836,0.0,0.0,32.166666666666664,0.9010424312103186,8,4.898979485566356,781.9382647480679,230.1874355077726
XML100_3313_14,101,9,0.00011553327758757365,1.0,0.0,0.0,0.0,11.11111111111111,0.9047514075178009,8,4.358898943540674,743.4843614620673,273.46799879783714
XML100_3321_20,101,17,0.00011627753028828193,5.37,2.798466390974553,0.0,0.0,31.58823529411765,0.8800325625973889,7,5.656854249492381,742.6381600530951,252.79756364672403
XML100_3315_13,101,16,0.00011313395620483743,1.0,0.0,0.0,0.0,6.25,0.9090397188815134,7,8.48528137423857,738.9211672431366,327.02986157506285
XML100_3323_09,101,50,0.00011471308950176471,5.8,2.796101181678127,0.0,0.0,11.6,0.8848765736086014,6,8.18535277187245,801.687097971061,292.29810294755936
XML100_3315_17,101,22,0.00011684405367885239,1.0,0.0,0.0,0.0,4.545454545454546,0.8829417773237997,6,6.928203230275509,765.4104268184703,265.2808653103889
XML100_3315_18,101,19,0.0001186500908965424,1.0,0.0,0.0,0.0,5.2631578947368425,0.8899788285109386,9,6.708203932499369,755.9885000965285,335.6314738849431
XML100_3313_17,101,9,0.00011083214088191658,1.0,0.0,0.0,0.0,11.11111111111111,0.9167813538724034,8,6.6332495807108,709.712052344563,305.78970286208073
XML100_3314_18,101,13,0.00011515299386382759,1.0,0.0,0.0,0.0,7.6923076923076925,0.8886464032421479,9,5.477225575051661,773.9448437386059,304.8090066179153
XML100_3316_01,101,34,0.00011553089879607652,1.0,0.0,0.0,0.0,2.9411764705882355,0.8821644803229062,10,3.4641016151377544,725.8727440564752,340.6596840493074
XML100_3322_14,101,35,0.00010420444292665916,5.04,2.6127890589687235,0.0,0.0,14.4,0.9760712379532935,7,7.483314773547883,791.3309226813856,330.3514124110408
XML100_3322_04,101,36,0.00011523806644216161,5.34,2.9378065066826764,0.0,0.0,14.833333333333334,0.89880333413323,7,6.708203932499369,801.4082777653693,262.3713746363011
XML100_3313_10,101,10,0.00010806259284957313,1.0,0.0,0.0,0.0,10.0,0.9575647268670158,8,4.47213595499958,789.4845016026283,263.14525902824977
XML100_3323_05,101,65,0.00012636744274209844,5.43,3.072376108079047,0.0,0.0,8.353846153846154,0.8197300784390948,7,6.082762530298219,813.5688282884216,306.51024256468236
XML100_3322_08,101,28,0.00011521657293437219,5.41,2.693407589735435,0.0,0.0,19.321428571428573,0.9063228896130751,8,7.280109889280518,793.0082161404293,274.8891569718358
XML100_3326_05,101,184,0.00011538828443326359,6.0,2.8176930172383825,0.0,0.0,3.260869565217391,0.8876905586746284,9,5.291502622129181,814.5928445289774,296.0838839652773
XML100_3333_24,101,64,0.00011759172154280339,7.26,1.6368237288089147,0.0,0.0,11.34375,0.8754964079229559,8,4.123105625617661,765.9086327668913,230.6687975958593
XML100_3333_14,101,74,0.00011803126192364078,7.62,1.8022432710599332,0.0,0.0,10.297297297297296,0.8839649763282375,8,4.242640687119285,698.1027719425158,326.07896838775525
XML100_3325_14,101,97,0.00011548037262429147,5.67,2.842871645347217,0.0,0.0,5.845360824742268,0.8960931248546397,8,8.48528137423857,797.0560424419008,262.8425565487974
XML100_3331_24,101,37,0.00011774546577949538,7.56,1.8819718865642445,0.0,0.0,20.43243243243243,0.8761340028231334,9,6.324555320336759,700.1519833510398,314.9762007396071
XML100_3331_07,101,36,0.00012480591753047396,7.57,1.665181156159378,0.0,0.0,21.02777777777778,0.8299862362362362,8,6.244997998398398,782.2671146967001,299.6580191223464
XML100_3324_11,101,76,0.00011704085942755431,5.42,2.9307840161797913,0.0,0.0,7.131578947368421,0.8716420005979653,12,5.196152422706632,683.4742140017382,268.5395394978257
XML100_3324_13,101,85,0.00011847743591367805,5.37,3.070402862390168,0.0,0.0,6.317647058823529,0.8824291144272015,8,7.681145747868608,729.2871173548999,379.43139428582833
XML100_3324_16,101,80,0.0001133059304997128,5.78,2.830497689756551,0.0,0.0,7.225,0.8976757301107754,8,8.426149773176359,772.5455989764781,304.27307844290596
XML100_3331_13,101,34,0.00010822099155072644,7.51,1.7085347257492043,0.0,0.0,22.08823529411765,0.9389013971718537,8,8.246211251235321,712.1285043354618,360.03640730787913
XML100_3331_08,101,35,0.0001159478188895069,7.36,1.6485071299741951,0.0,0.0,21.02857142857143,0.8754587939698493,6,9.38083151964686,735.0071769431353,334.7761448275997
XML100_3324_26,101,75,0.00010889881197865368,5.88,2.8401166571573473,0.0,0.0,7.84,0.9396823708206687,8,3.872983346207417,795.3756218084932,297.35857595752725
XML100_3332_25,101,51,0.00012341432449291682,7.39,1.6990490507244564,0.0,0.0,14.490196078431373,0.8241422543579622,8,10.04987562112089,689.2895622635848,319.9227720905351
XML100_3333_23,101,64,0.000112147581776129,7.77,1.5754108010037229,0.0,0.0,12.140625,0.9060279192924,7,5.385164807134504,795.4719233418901,266.6062544589335
XML100_3325_04,101,124,0.00011725057841683857,5.35,2.921100525971039,0.0,0.0,4.314516129032258,0.8727115968722708,9,5.385164807134504,764.4298513739867,273.600901780572
XML100_3332_22,101,56,0.00011992657169115464,7.56,1.7656658114081945,0.0,0.0,13.5,0.8707153417491186,8,3.7416573867739413,797.3108550253431,255.99543733272282
XML100_3333_25,101,66,0.00011743885621530612,7.27,1.5754108010037229,0.0,0.0,11.015151515151516,0.9228515813623087,10,6.324555320336759,725.9358899339388,261.814675778032
XML100_3333_09,101,89,0.00010612805453090611,7.59,1.7296873075264736,0.0,0.0,8.52808988764045,0.9680974973602349,7,7.0710678118654755,864.2936421625028,227.6462460418179
XML100_3333_06,101,81,0.00011298487009536594,7.67,1.7059314230654232,0.0,0.0,9.469135802469136,0.9433270369236938,7,6.164414002968976,806.0184943974823,314.40110840264316
XML100_3324_05,101,80,0.00011750587383941136,5.77,2.997827496199489,0.0,0.0,7.2125,0.8887812923306,6,9.746794344808963,799.1832754375582,271.726480944216
XML100_3331_26,101,33,0.00011417919010778629,7.68,1.7458753701455347,0.0,0.0,23.272727272727273,0.9146292160390429,9,3.872983346207417,728.9165579903411,314.09437997646506
XML100_3325_17,101,119,0.00010850513761083505,5.16,2.762373448813008,0.0,0.0,4.336134453781512,0.9603785050875228,10,5.291502622129181,713.1260413480549,292.242356481146
XML100_3331_10,101,30,0.00011135734682852071,7.63,1.574127945206103,0.0,0.0,25.433333333333334,0.9170556022907432,8,5.477225575051661,737.1009351448027,278.4103629944757
XML100_3324_07,101,78,0.00011605260285305557,5.51,2.949045385691561,0.0,0.0,7.064102564102564,0.8871508664627931,8,6.324555320336759,696.9315563351962,324.9668707350666
XML100_3325_01,101,91,0.00011831096455649495,5.26,2.90808694797279,0.0,0.0,5.78021978021978,0.8683824785977019,7,6.324555320336759,778.4794240028256,276.198021896069
XML100_3333_26,101,68,0.00011299321257603268,7.47,1.7376112710537215,0.0,0.0,10.985294117647058,0.903778876953441,11,3.7416573867739413,680.0617035142034,296.61943912706147
XML100_3325_12,101,87,0.00010711793366324243,5.02,2.7413039734307967,0.0,0.0,5.7701149425287355,0.9447746044342641,8,4.58257569495584,856.5908367768646,277.23194432471655
XML100_3324_21,101,86,0.00011802974466426672,5.61,2.909041981911786,0.0,0.0,6.523255813953488,0.8794384733809785,7,9.327379053088816,715.9294460540025,340.3407637588275
XML100_3333_07,101,85,0.00011157613441720526,7.34,1.658890952389334,0.0,0.0,8.635294117647058,0.9198705571995317,7,6.782329983125268,681.4050725427991,284.491462414559
XML100_3325_19,101,100,0.00010825683451656624,5.24,2.9885978604886225,0.0,0.0,5.24,0.9471260342114614,7,5.385164807134504,793.9687144355664,278.244341537393
XML100_3326_11,101,255,0.00011039868133693896,5.13,2.5845500555994247,0.0,0.0,2.011764705882353,0.9213096396194987,7,5.196152422706632,696.3684829789942,308.2366270015456
XML100_3331_19,101,35,0.0001231016746703069,7.43,1.5651185129554757,0.0,0.0,21.228571428571428,0.9078134404985306,11,4.795831523312719,738.5829441760783,252.94757277473929
XML100_3331_25,101,24,0.00011020660464908198,7.71,1.578229413237531,0.0,0.0,32.125,0.9238513104838709,8,7.681145747868608,867.2175521162516,304.0734624776206
XML100_3332_02,101,62,0.00011812900037719409,7.68,1.6689681079800613,0.0,0.0,12.387096774193548,0.8839540673378534,9,7.0710678118654755,753.8577890254077,319.1635354575551
XML100_3333_12,101,78,0.00011292827489201933,7.31,1.5998421639321017,0.0,0.0,9.371794871794872,0.9369793238123973,7,4.58257569495584,768.7157764038682,309.9167808714013
XML100_3324_06,101,65,0.00011251137645972371,5.18,2.9107255508417884,0.0,0.0,7.969230769230769,0.9058231031121534,7,4.0,731.6395977453083,254.445315941896
XML100_3333_16,101,62,0.00011021297839661941,7.58,1.6464225067421396,0.0,0.0,12.225806451612904,0.9256417016153143,6,8.06225774829855,773.2573747328112,290.97987238816677
XML100_3333_05,101,63,0.00012412826013350546,7.67,1.645655437259519,0.0,0.0,12.174603174603174,0.8700130661089512,8,3.3166247903554,691.8241885523039,277.611481218958
XML100_3334_01,101,99,0.00011737211958940676,7.43,1.799298404232813,0.0,0.0,7.505050505050505,0.8665770392749245,10,8.18535277187245,826.595151416232,300.7622114895474
XML100_3333_04,101,69,0.00011051906207614982,7.48,1.6543789460004914,0.0,0.0,10.840579710144928,0.9333866141008488,8,5.744562646538029,749.3161822740442,334.08747249608285
XML100_3325_22,101,105,0.00011493114941390803,5.65,3.1506773361878357,0.0,0.0,5.380952380952381,0.8921206350108725,8,5.0990195135927845,791.214565552669,208.03381580262783
XML100_3331_22,101,30,0.00011296458783863512,7.72,1.6822303617218985,0.0,0.0,25.733333333333334,0.895877254509018,7,9.1104335791443,815.3593061676695,327.7893056734755
XML100_3334_21,101,114,0.00010597288353265328,7.35,1.6414763002993509,0.0,0.0,6.447368421052632,0.9588182803173815,7,6.557438524302,824.5477441312762,230.70483740513586
XML100_3335_12,101,143,0.00011905884571859675,7.52,1.7319341672234427,0.0,0.0,5.258741258741258,0.8638300688868636,8,4.47213595499958,726.3823472551884,303.46747878164325
XML100_3336_11,101,227,0.00011562083235551689,7.72,1.6396599795338205,0.0,0.0,3.4008810572687223,0.9146646646646647,7,9.327379053088816,758.9828391266116,262.22359082753536
XML100_3342_25,101,366,0.00011341834468733314,49.18,31.901483452414034,0.0,0.0,13.437158469945356,0.9216529981122077,8,6.0,722.9471000957071,268.0604224148797
XML100_3343_16,101,419,0.00011519318238844509,50.43,29.202274368323238,0.0,0.0,12.035799522673031,0.8900894974498912,8,5.656854249492381,706.6998778396771,283.83828377401903
XML100_3335_11,101,173,0.00011666192126013355,7.42,1.7184677224583862,0.0,0.0,4.289017341040463,0.8753521126760564,7,7.874007874011811,782.0977862245544,283.8265759460269
XML100_3335_23,101,167,0.00011840951402859649,7.56,1.6896595796045708,0.0,0.0,4.526946107784431,0.904698114708456,7,5.0,735.1123831655266,285.6582146420886
XML100_3336_09,101,229,0.00011871961483125359,7.56,1.7134052573041718,0.0,0.0,3.3013100436681224,0.8742867948106615,7,5.0990195135927845,787.608997820387,247.32489594667624
XML100_3341_20,101,188,0.00011247654418602061,54.86,28.049386460457217,0.0,0.0,29.180851063829788,0.9079524772497473,7,6.082762530298219,810.494645679168,267.6958915771572
XML100_3336_26,101,277,0.0001065630156700387,7.52,1.7435595774162693,0.0,0.0,2.7148014440433212,0.9525530499313571,7,7.0,690.5656671428596,339.4009748168288
XML100_3342_05,101,323,0.0001124088834180759,50.82,30.440994422228414,0.0,0.0,15.73374613003096,0.9149228760885326,10,6.4031242374328485,812.1996887175902,247.8765263433692
XML100_3343_15,101,507,0.00011954381606349315,49.82,29.074401250598576,0.0,0.0,9.826429980276133,0.8870338990168781,8,5.196152422706632,794.4970273112059,259.33095184942937
XML100_3341_13,101,209,0.00011831429078489817,49.08,30.971045454838244,0.0,0.0,23.483253588516746,0.9074677050379291,8,5.744562646538029,712.9755608860555,293.56650537664285
XML100_3334_11,101,100,0.00011243240836341272,7.6,1.6017667013821226,0.0,0.0,7.6,0.9240856277292295,10,4.898979485566356,674.7533984398706,313.5827499053829
XML100_3341_19,101,155,0.00011231956584595538,49.74,27.636390882495874,0.0,0.0,32.090322580645164,0.9354947442011435,8,4.0,809.2656883110334,270.0577709633192
XML100_3335_08,101,124,0.00010907015532778011,7.5,1.6787441193290353,0.0,0.0,6.048387096774194,0.9410063176849449,12,4.242640687119285,767.7221246192886,294.6822779784751
XML100_3342_02,101,257,0.00011715136594432991,46.79,27.99649869883624,0.0,0.0,18.20622568093385,0.9178164223435853,7,4.898979485566356,723.1221685278458,289.0485825783471
XML100_3343_02,101,539,0.00011268328466196409,47.46,29.45718344590427,0.0,0.0,8.805194805194805,0.9249368974818845,7,4.69041575982343,712.8081115433961,268.14666240751677
XML100_3342_17,101,304,0.00011007862447494675,47.84,30.395281398814706,0.0,0.0,15.736842105263158,0.9447538046500134,6,9.055385138137417,793.8903510364648,292.134049023462
XML100_3343_25,101,420,0.00011523030945042558,49.22,28.76220162686164,0.0,0.0,11.719047619047618,0.9130265625,9,7.211102550927978,753.2750310186492,299.9362932107602
XML100_3334_06,101,104,0.00012190522170757834,7.39,1.7049837820254177,0.0,0.0,7.105769230769231,0.8480168884339816,7,13.527749258468683,758.6329761519878,293.86152637083205
XML100_3336_05,101,234,0.00010920654417512838,7.35,1.6659089186544758,0.0,0.0,3.141025641025641,0.9267064128256512,8,3.872983346207417,803.6131034297446,264.51109918202445
XML100_3334_07,101,115,0.00011713370348356794,7.66,1.7187028230439938,0.0,0.0,6.660869565217391,0.8896549767336284,8,5.5677643628300215,794.9830897381236,307.4140633259172
XML100_3335_22,101,129,0.00010848363508253349,7.55,1.5333003949031323,0.0,0.0,5.852713178294573,0.9587941851316337,8,6.6332495807108,752.8636805910011,312.4898561176831
XML100_3341_02,101,201,0.00011346638109088376,45.1,29.773386529828034,0.0,0.0,22.437810945273633,0.9514526214526214,7,6.082762530298219,753.6360042459646,292.1323045411335
XML100_3336_17,101,338,0.0001149675188301998,7.2,1.7174093715520913,0.0,0.0,2.1301775147928996,0.8991701312764707,9,6.164414002968976,737.6884532133179,338.28847157042117
XML100_3334_18,101,103,0.00011565115032817445,7.37,1.6246522549441,0.0,0.0,7.155339805825243,0.8875162601626017,9,7.874007874011811,696.7721588853733,325.2626536042713
XML100_3341_26,101,215,0.00010892412086910664,50.21,27.483436701571602,0.0,0.0,23.35348837209302,0.9281791791791791,7,5.656854249492381,795.5775302396742,210.9321251525732
XML100_3342_08,101,396,0.00011664083630324769,50.47,31.403034981679813,0.0,0.0,12.744949494949495,0.8790477640728896,8,8.366600265340756,725.8554897779743,317.14200213418917
XML100_3341_15,101,143,0.00010762605168501371,45.11,29.344314404647246,0.0,0.0,31.545454545454547,0.9431445639523782,7,6.6332495807108,821.9559143782363,276.9680105603291
XML100_3335_09,101,161,0.00010519540306503992,7.43,1.6712361601611854,0.0,0.0,4.614906832298137,0.9649427135678392,6,6.082762530298219,805.3864788929751,358.63274039380065
XML100_3342_18,101,362,0.0001144661401224221,50.39,29.22635278254365,0.0,0.0,13.91988950276243,0.912438264710992,10,5.744562646538029,786.8327787419306,277.0243225991245
XML100_3335_10,101,164,0.00011742117522320195,7.59,1.6883139638124303,0.0,0.0,4.628048780487805,0.8820673452603384,8,8.54400374531753,687.6725373794258,293.7200934092953
XML100_3342_23,101,308,0.00010758649927911719,51.01,29.9502938384601,0.0,0.0,16.56168831168831,0.971652445537422,7,6.48074069840786,713.7854966470761,296.16357281552183
XML100_3336_14,101,264,0.00011410946600159301,7.45,1.7487369179155587,0.0,0.0,2.821969696969697,0.8895592379528122,11,4.898979485566356,798.5075342847133,271.0953435202049
XML100_3335_07,101,138,0.00012491520298411288,7.4,1.699673171197595,0.0,0.0,5.36231884057971,0.8411252821787844,8,4.898979485566356,736.09302483517,259.16406254209016
XML100_3336_13,101,236,0.00011615002903750725,7.74,1.7443704545847716,0.0,0.0,3.2796610169491527,0.8756842817609455,6,8.18535277187245,778.2325959369203,256.83109046874296
XML100_3341_04,101,190,0.00010868980360505784,49.26,23.998156494854246,0.0,0.0,25.926315789473684,0.9348544524423922,10,5.0,764.6548386209607,312.71841292799087
XML100_3341_22,101,201,0.00011784280003826974,49.14,28.07746139493096,0.0,0.0,24.44776119402985,0.8824915207815502,8,3.605551275463989,775.510888206172,280.11224131432687
XML100_3341_17,101,188,0.0001231406223234441,48.73,28.146390406751856,0.0,0.0,25.920212765957448,0.8471124142895652,9,4.123105625617661,731.4978802565014,264.5976400523734
XML100_3336_20,101,276,0.00010969562721733147,7.48,1.6725955152324656,0.0,0.0,2.710144927536232,0.9375300382860867,9,4.242640687119285,773.1526843685087,261.1932649826417
XML100_3336_02,101,326,0.00012326904628813713,7.45,1.6719612870681382,0.0,0.0,2.285276073619632,0.8697414275357012,9,3.4641016151377544,775.681499890062,244.66818587700513
XML100_3342_24,101,318,0.00010396577981797754,50.63,27.732362672407476,0.0,0.0,15.921383647798741,0.9734193653112572,10,3.3166247903554,780.7370793773795,315.33019412807886
XML100_3342_01,101,368,0.00010757544127232989,48.4,30.21906549170439,0.0,0.0,13.152173913043478,0.9502793522267207,8,5.385164807134504,764.1099700533463,253.934264762212
XML100_3343_12,101,519,0.00011164896680488292,48.02,29.58636732201389,0.0,0.0,9.252408477842003,0.9296031551926472,10,4.795831523312719,775.4835245780241,300.3388647993134
XML100_3335_14,101,172,0.00010844828224900263,7.42,1.8267374460960986,0.0,0.0,4.313953488372093,0.9483132738677094,7,5.385164807134504,761.5731398195672,328.0614091307596
XML100_3345_24,101,955,0.0001145438348482039,51.39,26.85196793194461,0.0,0.0,5.381151832460733,0.8915567082233748,9,6.557438524302,832.4590584561955,288.23325855114825
XML100_3351_18,101,289,0.00012169789040924229,73.76,15.352504484265554,0.0,0.0,25.52249134948097,0.869664174099658,7,5.656854249492381,734.49551595307,258.52807910672635
XML100_3353_21,101,854,0.0001155032195092943,74.57,16.04114343892862,0.0,0.0,8.731850117096018,0.9175598111227702,9,7.416198487095663,759.5775795726144,292.764836775675
XML100_3346_23,101,1937,0.00012280829746358308,46.99,30.199168829287306,0.0,0.0,2.425916365513681,0.8539016458803155,7,6.708203932499369,740.2572665255818,238.02417079102221
XML100_3346_17,101,1688,0.00012020060409729346,49.12,28.372087578029106,0.0,0.0,2.909952606635071,0.8513189302662987,9,7.14142842854285,734.1601074537514,274.7110397034536
XML100_3351_10,101,323,0.00011409251547450343,76.79,14.525001086597431,0.0,0.0,23.773993808049536,0.8996050969524582,9,6.0,753.5170830219594,265.73002362768284
XML100_3346_18,101,1882,0.00011322006842527699,49.91,31.54829390767191,0.0,0.0,2.6519659936238043,0.9028699359132664,8,8.306623862918075,727.9811758150402,334.85880224352695
XML100_3351_13,101,241,0.000112211686791629,74.97,15.38952483826173,0.0,0.0,31.107883817427386,0.926806175656529,12,5.385164807134504,794.8262152688383,299.1336869201953
XML100_3351_26,101,279,0.00011810441248609204,74.88,15.450984735379468,0.0,0.0,26.838709677419356,0.9054650276348389,7,7.483314773547883,772.0341079631513,266.40655451219993
XML100_3352_25,101,460,0.00011577848709614372,75.52,14.788392936913926,0.0,0.0,16.417391304347827,0.8811529308617234,7,8.12403840463596,792.4882459934489,279.18953322235944
XML100_3353_22,101,896,0.00012118470649004096,76.81,15.202136346413601,0.0,0.0,8.572544642857142,0.8443970853739836,8,5.291502622129181,717.2293198763664,311.48411296442714
XML100_3345_11,101,807,0.00012009990885487115,41.2,27.34478695724971,0.0,0.0,5.1053283767038415,0.9092827300760757,8,11.135528725660043,763.3673124597666,273.318815063251
XML100_3351_11,101,229,0.00011805257664358992,75.3,13.537452724298847,0.0,0.0,32.88209606986899,0.8938469800116178,10,5.291502622129181,752.802989954437,272.1691818181958
XML100_3351_24,101,282,0.00011413041942929141,78.16,14.630616852851745,0.0,0.0,27.71631205673759,0.8938697445718488,8,5.744562646538029,821.2254282547771,264.1694756764312
XML100_3351_06,101,369,0.00011418164264424335,76.81,16.273976872059368,0.0,0.0,20.81571815718157,0.8998255394036805,9,8.306623862918075,758.6401434488619,300.1355674390584
XML100_3351_25,101,271,0.00011722615071684952,76.73,13.79126864755708,0.0,0.0,28.313653136531364,0.9065472432659932,9,3.7416573867739413,714.7330692624024,279.6308539815109
XML100_3352_19,101,548,0.00011256586078054952,73.62,15.421210632558566,0.0,0.0,13.434306569343066,0.9173235390340654,8,5.5677643628300215,778.9716406461074,284.2700224481105
XML100_3346_26,101,2226,0.00011142442335102886,49.37,28.06041642059094,0.0,0.0,2.2178796046720577,0.9174283698724832,6,5.830951894845301,763.4398719297394,340.29809749613713
XML100_3345_18,101,1151,0.0001293748887183816,47.87,29.780901954308256,0.0,0.0,4.158992180712424,0.8056522187822498,11,3.872983346207417,718.8995077223287,274.3235512839585
XML100_3346_09,101,1657,0.00011902496165569615,53.82,28.380310431741584,0.0,0.0,3.248038624019312,0.8579752039376034,10,5.385164807134504,768.52449493083,299.79148191573563
XML100_3346_16,101,1435,0.00011775589901673824,47.36,29.4507018317703,0.0,0.0,3.300348432055749,0.858565065065065,7,4.358898943540674,818.570093488561,310.5421937773787
XML100_3352_26,101,564,0.00010632300824634935,76.32,16.30199839023276,0.0,0.0,13.53191489361702,0.9633999780938395,8,9.16515138991168,855.8954790980107,308.6601437857775
XML100_3345_04,101,887,0.00011225770813107032,44.88,29.39981447065765,0.0,0.0,5.059751972942503,0.9078791493106009,10,5.916079783099616,779.7712466610603,277.82411029018033
XML100_3353_09,101,600,0.00011003131534811565,73.35,14.516709285676574,0.0,0.0,12.225,0.9253165552259208,8,7.3484692283495345,749.8628677578379,297.6108804663821
XML100_3353_17,101,749,0.00011283176448771027,73.5,14.844309864508197,0.0,0.0,9.813084112149532,0.909648716322781,9,5.385164807134504,807.9897109729037,249.96233805923333
XML100_3345_03,101,972,0.00011372823680696152,50.75,29.614484239433864,0.0,0.0,5.22119341563786,0.9116761795261364,7,6.164414002968976,726.3894660176228,272.0542538048827
XML100_3353_04,101,819,0.00011864437640339558,72.63,15.839252482106572,0.0,0.0,8.868131868131869,0.8720916057122954,7,5.744562646538029,754.0286990729702,277.32747772549385
XML100_3344_21,101,762,0.00010974395973591908,54.64,25.72799442182964,0.0,0.0,7.170603674540683,0.9258708925170698,8,4.0,764.9146254355677,297.74915913247946
XML100_3352_23,101,474,0.00011055323685647891,76.46,14.874165794450729,0.0,0.0,16.130801687763714,0.9293865717192269,8,6.324555320336759,781.0163543617793,291.13893148268215
XML100_3346_22,101,1517,0.00012917500655467237,54.36,27.614050003137127,0.0,0.0,3.5833882663150955,0.7945598182202495,7,6.6332495807108,845.8401298176299,310.4844740468877
XML100_3346_03,101,2207,0.00013407147868230304,51.63,30.079912086159943,0.0,0.0,2.3393747168101497,0.8081651197020215,8,2.449489742783178,639.9541881729082,321.6570728172987
XML100_3346_21,101,2044,0.00012072032984140814,52.96,27.776132476526232,0.0,0.0,2.5909980430528377,0.8705978147762747,9,5.0,765.8802761086207,250.92705179753094
XML100_3344_06,101,743,0.00011278205983590769,55.42,30.28523659401649,0.0,0.0,7.458950201884253,0.9203828365878726,9,6.4031242374328485,787.3533699079694,322.9606220771281
XML100_3353_20,101,779,0.00011440448782753241,74.08,14.55236452028718,0.0,0.0,9.509627727856225,0.9287342621736715,8,8.12403840463596,753.3313201311828,316.35663977629
XML100_3345_07,101,960,0.00011573967968757162,47.9,29.2849118251372,0.0,0.0,4.989583333333333,0.8823289128315882,8,7.280109889280518,737.3036043204445,292.37260193742554
XML100_3346_13,101,1605,0.00011944337024251735,51.7,27.011594966352185,0.0,0.0,3.221183800623053,0.8628142231509863,9,3.872983346207417,729.4796211745579,278.03270601366717
XML100_3344_18,101,856,0.00011272529014206177,53.98,28.84405300819207,0.0,0.0,6.30607476635514,0.9294434647302905,12,3.7416573867739413,820.5289804782002,268.98968086940073
XML100_3353_02,101,743,0.00011427045667452606,72.84,14.709112134931184,0.0,0.0,9.80349932705249,0.904564434255772,8,7.3484692283495345,735.2127263621711,359.2734203961211
XML100_3353_10,101,719,0.0001130971543748163,75.19,15.257185755299604,0.0,0.0,10.457579972183588,0.9002330628715322,8,4.358898943540674,695.3984762782718,298.7152628633536
XML100_3344_13,101,772,0.00012537784039773326,51.48,29.527757870324066,0.0,0.0,6.668393782383419,0.813694622978175,6,7.0,763.6898953311068,345.93595705736266
XML100_3352_05,101,489,0.00012316382251727342,74.77,15.14699356774849,0.0,0.0,15.29038854805726,0.8444332317324327,8,3.4641016151377544,784.8992897085491,253.19100753724473
XML100_3351_17,101,274,0.00011151016785040414,73.51,14.87421672668256,0.0,0.0,26.82846715328467,0.9279167878964213,9,7.483314773547883,822.6455089734743,304.01000049010565
XML100_3344_24,101,676,0.00010833126413468258,48.44,28.110647179467158,0.0,0.0,7.165680473372781,0.9379532193158954,8,4.58257569495584,848.6116882044716,280.2423441605392
XML100_3351_09,101,269,0.00011436031538536879,74.83,15.312274735510645,0.0,0.0,27.817843866171003,0.8893903384658765,8,7.3484692283495345,791.7319412270904,329.8278220598195
XML100_3352_04,101,440,0.00011305360587833977,74.6,15.652153174240885,0.0,0.0,16.954545454545453,0.8996738186879032,9,5.916079783099616,814.879333649187,308.5201371872201
XML100_3351_02,101,224,0.00011088184551304536,74.22,13.543480298130852,0.0,0.0,33.13392857142857,0.9341395754281612,8,6.557438524302,679.5011605881516,329.3120275317962
XML100_3353_11,101,760,0.0001136559286195756,75.28,14.143621184195377,0.0,0.0,9.905263157894737,0.9123685831622177,11,4.358898943540674,788.0978853176562,297.0900369926354
XML100_3353_08,101,616,0.0001080461196466357,75.17,14.365401055130604,0.0,0.0,12.202922077922079,0.9432564428568545,7,6.855654600401044,799.9715524412752,301.7622608696047
